TransactionID,Date,Product_Name,Category,Supplier,Units_Ordered,Units_Received,Units_Sold,Stock_On_Hand,Lead_Time_Days,Stockout_Flag,Region
SCL00261,22/09/2024,Sugar 2kg,Grocery,Brookside Dairy,380,376,239,230,21,No,Thika Road
SCL00262,09/02/2024,Bread 400g,Bakery,Bakeries Ltd,120,116,111,80,5,No,Kiambu
SCL00263,16/03/2023,Omo 1kg,Detergent,KWAL,295,256,199,69,20,No,Kiambu
SCL00264,16/01/2024,Indomie Noodles,Noodles,Bidco Africa,449,444,125,320,5,No,Kiambu
SCL00265,18/05/2024,Tomatoes 1kg,Produce,KFC Supply,464,448,357,95,9,No,Thika Road
SCL00266,16/01/2023,Brookside Milk 500ml,Dairy,KFC Supply,411,392,390,40,5,No,Karen
SCL00267,15/11/2024,Chicken 1kg,Meat,Export Trading Group,484,418,255,215,8,No,Karen
SCL00268,23/04/2024,Indomie Noodles,Noodles,Bakeries Ltd,229,200,128,143,16,No,Karen
SCL00269,17/09/2023,Tomatoes 1kg,Produce,KFC Supply,411,409,314,168,11,No,Mombasa Road
SCL00270,29/07/2023,Cooking Oil 2L,Oil,Bakeries Ltd,475,418,206,241,17,No,Kiambu
SCL00271,31/03/2023,Colgate 100g,Personal Care,Pembe Flour,284,243,43,261,14,No,Karen
SCL00272,22/05/2024,Tomatoes 1kg,Produce,Twiga Foods,341,296,136,187,3,No,Kiambu
SCL00273,19/04/2024,Indomie Noodles,Noodles,Unga Group,259,252,93,216,3,No,Mombasa Road
SCL00274,20/12/2024,Bread 400g,Bakery,Pembe Flour,170,156,31,218,2,No,Thika Road
SCL00275,23/02/2023,Potatoes 2kg,Produce,Pembe Flour,223,196,75,131,19,No,Ngong Road
SCL00276,10/03/2024,Rice 2kg,Grain,KFC Supply,81,72,32,130,15,No,Mombasa Road
SCL00277,24/11/2023,Bread 400g,Bakery,Export Trading Group,119,112,94,99,6,No,Westlands
SCL00278,01/01/2023,Brookside Milk 500ml,Dairy,Twiga Foods,205,193,107,92,5,No,Westlands
SCL00279,01/01/2024,Sugar 2kg,Grocery,KFC Supply,293,290,215,92,7,No,Karen
SCL00280,04/01/2024,Chicken 1kg,Meat,Chandaria Industries,213,198,119,105,5,No,Thika Road
SCL00281,24/09/2024,Rice 2kg,Grain,Bakeries Ltd,463,443,231,300,2,No,Eastleigh
SCL00282,05/01/2023,Brookside Milk 500ml,Dairy,Export Trading Group,170,150,105,87,3,No,Mombasa Road
SCL00283,02/05/2023,Ketepa Tea 100bags,Tea,Pembe Flour,384,330,275,76,3,No,Thika Road
SCL00284,19/11/2024,Pampers Size 4,Baby,KFC Supply,92,79,72,26,21,Yes,Karen
SCL00285,30/08/2023,Bread 400g,Bakery,KWAL,479,452,445,71,2,No,Thika Road
SCL00286,08/03/2023,Pampers Size 4,Baby,Bidco Africa,385,358,103,343,16,No,Mombasa Road
SCL00287,23/04/2023,Sugar 2kg,Grocery,Unga Group,449,384,328,144,10,No,Eastleigh
SCL00288,07/07/2024,Bread 400g,Bakery,Pembe Flour,460,396,340,107,12,No,Mombasa Road
SCL00289,13/02/2023,Tomatoes 1kg,Produce,Chandaria Industries,260,243,64,264,3,No,Mombasa Road
SCL00290,07/11/2023,Eggs Tray 30,Eggs,Export Trading Group,196,175,145,120,17,No,Ngong Road
SCL00291,30/10/2024,Brookside Milk 500ml,Dairy,KFC Supply,329,308,287,32,16,No,Thika Road
SCL00292,01/10/2023,Pampers Size 4,Baby,Unga Group,111,107,71,68,2,No,Ngong Road
SCL00293,02/03/2023,Tomatoes 1kg,Produce,Export Trading Group,230,217,38,207,15,No,Kiambu
SCL00294,25/09/2024,Tomatoes 1kg,Produce,Export Trading Group,113,110,34,90,20,No,Eastleigh
SCL00295,11/06/2024,Potatoes 2kg,Produce,Bakeries Ltd,349,331,80,270,7,No,Westlands
SCL00296,20/01/2024,Brookside Milk 500ml,Dairy,Pembe Flour,488,424,238,206,21,No,Eastleigh
SCL00297,27/03/2024,Eggs Tray 30,Eggs,Twiga Foods,493,458,445,42,11,No,Mombasa Road
SCL00298,21/06/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,118,104,74,63,11,No,Eastleigh
SCL00299,01/04/2023,Brookside Milk 500ml,Dairy,Bidco Africa,472,446,173,303,11,No,Thika Road
SCL00300,05/08/2024,Bread 400g,Bakery,KFC Supply,322,309,214,175,17,No,Karen
SCL00301,07/12/2023,Ketepa Tea 100bags,Tea,Brookside Dairy,443,395,234,259,5,No,Westlands
SCL00302,27/05/2024,Indomie Noodles,Noodles,Bidco Africa,335,320,70,310,2,No,Ngong Road
SCL00303,03/09/2023,Unga Jogoo 2kg,Flour,Export Trading Group,100,88,81,8,5,Yes,Mombasa Road
SCL00304,16/11/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,493,435,276,239,15,No,Thika Road
SCL00305,11/11/2024,Sugar 2kg,Grocery,Brookside Dairy,307,298,157,155,10,No,Ngong Road
SCL00306,06/06/2023,Pampers Size 4,Baby,Chandaria Industries,262,230,69,246,5,No,Karen
SCL00307,24/03/2023,Potatoes 2kg,Produce,Bidco Africa,247,225,142,162,12,No,Mombasa Road
SCL00308,21/03/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,357,347,299,57,5,No,Karen
SCL00309,03/05/2024,Pampers Size 4,Baby,Export Trading Group,220,196,114,132,12,No,Eastleigh
SCL00310,06/12/2023,Ketepa Tea 100bags,Tea,KWAL,291,281,188,130,13,No,Kiambu
SCL00311,10/08/2023,Unga Jogoo 2kg,Flour,Bakeries Ltd,390,359,109,344,4,No,Westlands
SCL00312,03/12/2023,Brookside Milk 500ml,Dairy,Unga Group,307,265,70,289,17,No,Westlands
SCL00313,03/03/2024,Cooking Oil 2L,Oil,Brookside Dairy,455,409,302,152,6,No,Eastleigh
SCL00314,12/04/2023,Unga Jogoo 2kg,Flour,Bidco Africa,106,101,73,61,6,No,Eastleigh
SCL00315,23/07/2023,Omo 1kg,Detergent,Bidco Africa,191,177,147,84,17,No,Kiambu
SCL00316,26/05/2024,Cooking Oil 2L,Oil,KWAL,277,264,169,186,3,No,Mombasa Road
SCL00317,04/08/2024,Ketepa Tea 100bags,Tea,Pembe Flour,67,58,34,57,13,No,Eastleigh
SCL00318,08/06/2024,Colgate 100g,Personal Care,Bakeries Ltd,359,352,160,199,14,No,Ngong Road
SCL00319,03/08/2024,Pampers Size 4,Baby,KWAL,105,105,58,62,12,No,Thika Road
SCL00320,27/04/2024,Potatoes 2kg,Produce,KWAL,310,299,44,350,7,No,Mombasa Road
SCL00321,20/07/2024,Ketepa Tea 100bags,Tea,Bidco Africa,343,341,236,192,3,No,Karen
SCL00322,27/02/2023,Indomie Noodles,Noodles,Brookside Dairy,478,456,415,130,16,No,Kiambu
SCL00323,24/08/2024,Sugar 2kg,Grocery,Unga Group,353,331,318,51,15,No,Karen
SCL00324,12/02/2023,Tomatoes 1kg,Produce,Export Trading Group,420,418,260,234,12,No,Eastleigh
SCL00325,22/06/2024,Ketepa Tea 100bags,Tea,Unga Group,459,402,30,472,16,No,Thika Road
SCL00326,11/07/2023,Rice 2kg,Grain,Bakeries Ltd,481,469,393,112,8,No,Karen
SCL00327,11/11/2024,Unga Jogoo 2kg,Flour,Unga Group,305,281,68,231,9,No,Kiambu
SCL00328,08/07/2023,Ketepa Tea 100bags,Tea,Twiga Foods,122,106,55,69,15,No,Kiambu
SCL00329,30/07/2024,Omo 1kg,Detergent,Brookside Dairy,125,115,45,166,7,No,Thika Road
SCL00330,06/06/2023,Unga Jogoo 2kg,Flour,Export Trading Group,362,360,32,360,16,No,Kiambu
SCL00331,30/01/2024,Chicken 1kg,Meat,Export Trading Group,396,339,131,230,10,No,Kiambu
SCL00332,10/02/2023,Rice 2kg,Grain,Brookside Dairy,294,264,144,216,3,No,Thika Road
SCL00333,19/05/2024,Ketepa Tea 100bags,Tea,Export Trading Group,204,182,163,101,14,No,Karen
SCL00334,15/12/2023,Potatoes 2kg,Produce,Twiga Foods,122,118,42,89,20,No,Thika Road
SCL00335,02/08/2023,Potatoes 2kg,Produce,Pembe Flour,337,324,57,362,11,No,Eastleigh
SCL00336,18/09/2023,Eggs Tray 30,Eggs,Export Trading Group,237,223,62,243,15,No,Eastleigh
SCL00337,06/06/2023,Indomie Noodles,Noodles,Chandaria Industries,464,451,36,490,11,No,Eastleigh
SCL00338,06/02/2024,Indomie Noodles,Noodles,Chandaria Industries,70,62,45,50,20,No,Eastleigh
SCL00339,13/08/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,51,50,37,48,16,No,Karen
SCL00340,17/09/2023,Ketepa Tea 100bags,Tea,Twiga Foods,55,50,38,109,10,No,Kiambu
SCL00341,07/10/2023,Ketepa Tea 100bags,Tea,KFC Supply,299,256,47,266,13,No,Kiambu
SCL00342,01/06/2024,Indomie Noodles,Noodles,KWAL,52,50,35,111,15,No,Karen
SCL00343,10/10/2024,Brookside Milk 500ml,Dairy,Twiga Foods,156,142,82,86,7,No,Mombasa Road
SCL00344,14/06/2023,Brookside Milk 500ml,Dairy,KFC Supply,186,160,55,141,16,No,Thika Road
SCL00345,18/09/2023,Sugar 2kg,Grocery,Twiga Foods,447,390,259,153,12,No,Kiambu
SCL00346,31/10/2023,Rice 2kg,Grain,Chandaria Industries,204,196,38,199,6,No,Mombasa Road
SCL00347,16/05/2024,Eggs Tray 30,Eggs,Bidco Africa,88,88,55,116,20,No,Karen
SCL00348,23/01/2023,Indomie Noodles,Noodles,KWAL,388,339,206,223,6,No,Karen
SCL00349,15/01/2024,Chicken 1kg,Meat,Bakeries Ltd,139,136,123,85,10,No,Kiambu
SCL00350,06/08/2023,Indomie Noodles,Noodles,Bakeries Ltd,183,167,162,9,13,Yes,Westlands
SCL00351,04/12/2023,Sugar 2kg,Grocery,Bidco Africa,118,107,91,81,17,No,Mombasa Road
SCL00352,17/10/2023,Chicken 1kg,Meat,Chandaria Industries,164,155,38,121,16,No,Eastleigh
SCL00353,18/03/2024,Pampers Size 4,Baby,Export Trading Group,331,301,168,191,7,No,Kiambu
SCL00354,01/06/2023,Ketepa Tea 100bags,Tea,Export Trading Group,86,83,43,128,19,No,Eastleigh
SCL00355,28/04/2024,Omo 1kg,Detergent,Unga Group,197,188,109,177,7,No,Thika Road
SCL00356,26/06/2023,Potatoes 2kg,Produce,Bidco Africa,216,184,43,142,4,No,Karen
SCL00357,03/06/2023,Pampers Size 4,Baby,Pembe Flour,63,63,37,99,3,No,Westlands
SCL00358,08/09/2023,Unga Jogoo 2kg,Flour,Twiga Foods,427,379,348,43,20,No,Westlands
SCL00359,14/04/2023,Potatoes 2kg,Produce,Twiga Foods,144,128,124,100,21,No,Kiambu
SCL00360,18/01/2024,Pampers Size 4,Baby,Twiga Foods,271,245,160,117,9,No,Thika Road
SCL00361,08/08/2024,Pampers Size 4,Baby,Unga Group,483,459,113,424,13,No,Karen
SCL00362,11/02/2023,Tomatoes 1kg,Produce,Pembe Flour,384,360,138,290,5,No,Kiambu
SCL00363,27/05/2024,Omo 1kg,Detergent,Bakeries Ltd,384,379,220,256,17,No,Karen
SCL00364,17/07/2023,Tomatoes 1kg,Produce,Export Trading Group,406,354,343,93,6,No,Mombasa Road
SCL00365,17/07/2024,Rice 2kg,Grain,Bidco Africa,303,264,154,162,18,No,Westlands
SCL00366,01/12/2024,Colgate 100g,Personal Care,Pembe Flour,491,476,340,234,3,No,Ngong Road
SCL00367,08/06/2024,Ketepa Tea 100bags,Tea,Bakeries Ltd,296,259,248,67,21,No,Mombasa Road
SCL00368,27/04/2023,Cooking Oil 2L,Oil,Export Trading Group,462,435,247,204,7,No,Thika Road
SCL00369,30/01/2023,Pampers Size 4,Baby,Export Trading Group,351,349,176,226,16,No,Mombasa Road
SCL00370,02/08/2024,Indomie Noodles,Noodles,KWAL,173,173,159,64,15,No,Karen
SCL00371,28/06/2023,Rice 2kg,Grain,KFC Supply,282,245,32,240,8,No,Kiambu
SCL00372,27/10/2024,Potatoes 2kg,Produce,Pembe Flour,52,45,40,21,9,Yes,Thika Road
SCL00373,29/09/2023,Cooking Oil 2L,Oil,Chandaria Industries,459,411,340,134,8,No,Eastleigh
SCL00374,04/04/2023,Unga Jogoo 2kg,Flour,Twiga Foods,103,88,55,116,5,No,Kiambu
SCL00375,28/02/2024,Ketepa Tea 100bags,Tea,Chandaria Industries,317,291,180,169,12,No,Kiambu
SCL00376,23/11/2023,Unga Jogoo 2kg,Flour,Bidco Africa,336,318,42,286,16,No,Ngong Road
SCL00377,01/07/2024,Rice 2kg,Grain,Unga Group,400,376,109,276,19,No,Eastleigh
SCL00378,24/08/2023,Brookside Milk 500ml,Dairy,Unga Group,395,355,56,368,8,No,Kiambu
SCL00379,08/09/2024,Chicken 1kg,Meat,Pembe Flour,342,336,203,218,7,No,Ngong Road
SCL00380,16/02/2024,Colgate 100g,Personal Care,Twiga Foods,58,57,38,93,21,No,Westlands
SCL00381,25/08/2023,Unga Jogoo 2kg,Flour,Brookside Dairy,109,100,38,85,4,No,Mombasa Road
SCL00382,30/10/2024,Bread 400g,Bakery,KWAL,208,187,89,107,6,No,Kiambu
SCL00383,24/12/2024,Tomatoes 1kg,Produce,KFC Supply,191,167,122,102,4,No,Thika Road
SCL00384,26/04/2023,Potatoes 2kg,Produce,Pembe Flour,84,74,64,66,20,No,Mombasa Road
SCL00385,10/12/2024,Tomatoes 1kg,Produce,Unga Group,455,415,62,405,11,No,Mombasa Road
SCL00386,08/10/2024,Potatoes 2kg,Produce,Twiga Foods,296,279,146,206,8,No,Eastleigh
SCL00387,04/10/2024,Brookside Milk 500ml,Dairy,KFC Supply,134,124,41,142,19,No,Thika Road
SCL00388,12/07/2024,Eggs Tray 30,Eggs,Export Trading Group,88,81,36,135,19,No,Karen
SCL00389,11/05/2024,Eggs Tray 30,Eggs,KFC Supply,99,89,76,41,18,No,Thika Road
SCL00390,10/02/2024,Chicken 1kg,Meat,KFC Supply,142,132,69,91,18,No,Eastleigh
SCL00391,28/03/2024,Omo 1kg,Detergent,Twiga Foods,500,498,188,339,21,No,Eastleigh
SCL00392,05/08/2024,Tomatoes 1kg,Produce,Unga Group,421,381,198,240,14,No,Thika Road
SCL00393,18/02/2023,Brookside Milk 500ml,Dairy,Pembe Flour,58,55,34,57,21,No,Westlands
SCL00394,11/04/2024,Unga Jogoo 2kg,Flour,Twiga Foods,143,131,79,120,17,No,Westlands
SCL00395,08/04/2024,Cooking Oil 2L,Oil,KFC Supply,236,206,135,147,7,No,Eastleigh
SCL00396,16/10/2023,Eggs Tray 30,Eggs,Export Trading Group,465,457,78,442,13,No,Eastleigh
SCL00397,25/10/2023,Sugar 2kg,Grocery,KWAL,415,399,322,161,17,No,Mombasa Road
SCL00398,27/08/2023,Tomatoes 1kg,Produce,Chandaria Industries,431,391,57,392,6,No,Mombasa Road
SCL00399,11/04/2024,Omo 1kg,Detergent,KWAL,66,61,52,77,6,No,Mombasa Road
SCL00400,16/05/2024,Potatoes 2kg,Produce,Pembe Flour,368,337,255,155,15,No,Mombasa Road
SCL00401,28/03/2023,Colgate 100g,Personal Care,KFC Supply,54,54,37,62,9,No,Thika Road
SCL00402,03/07/2023,Sugar 2kg,Grocery,Bidco Africa,415,381,295,107,3,No,Westlands
SCL00403,17/03/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,450,418,219,284,4,No,Thika Road
SCL00404,09/04/2024,Pampers Size 4,Baby,Export Trading Group,286,282,174,112,21,No,Westlands
SCL00405,11/02/2024,Tomatoes 1kg,Produce,Bakeries Ltd,322,306,160,232,10,No,Karen
SCL00406,11/07/2024,Omo 1kg,Detergent,Unga Group,304,282,41,255,8,No,Mombasa Road
SCL00407,11/12/2024,Tomatoes 1kg,Produce,KFC Supply,335,306,282,121,21,No,Eastleigh
SCL00408,04/03/2024,Unga Jogoo 2kg,Flour,Brookside Dairy,466,466,36,503,17,No,Ngong Road
SCL00409,28/05/2024,Tomatoes 1kg,Produce,Unga Group,303,288,190,188,4,No,Eastleigh
SCL00410,10/10/2024,Pampers Size 4,Baby,Unga Group,408,391,119,287,4,No,Karen
SCL00411,31/01/2024,Potatoes 2kg,Produce,Twiga Foods,489,453,268,278,2,No,Thika Road
SCL00412,18/12/2024,Tomatoes 1kg,Produce,KWAL,176,170,99,96,15,No,Ngong Road
SCL00413,12/12/2023,Pampers Size 4,Baby,KFC Supply,369,341,237,161,13,No,Westlands
SCL00414,26/03/2023,Tomatoes 1kg,Produce,Bakeries Ltd,174,161,101,135,8,No,Mombasa Road
SCL00415,03/12/2024,Brookside Milk 500ml,Dairy,Bidco Africa,341,325,274,62,21,No,Kiambu
SCL00416,10/02/2023,Pampers Size 4,Baby,Pembe Flour,180,159,102,120,9,No,Kiambu
SCL00417,02/03/2024,Cooking Oil 2L,Oil,Export Trading Group,278,247,187,78,4,No,Eastleigh
SCL00418,20/10/2024,Potatoes 2kg,Produce,Twiga Foods,467,408,321,119,21,No,Westlands
SCL00419,07/03/2024,Omo 1kg,Detergent,Bakeries Ltd,366,334,308,59,7,No,Karen
SCL00420,23/12/2023,Ketepa Tea 100bags,Tea,KWAL,374,318,236,182,16,No,Ngong Road
SCL00421,02/05/2024,Omo 1kg,Detergent,Twiga Foods,318,283,138,217,10,No,Westlands
SCL00422,07/10/2023,Brookside Milk 500ml,Dairy,Bidco Africa,78,76,50,81,5,No,Karen
SCL00423,15/07/2023,Potatoes 2kg,Produce,Unga Group,320,319,73,313,2,No,Karen
SCL00424,22/05/2024,Tomatoes 1kg,Produce,Bakeries Ltd,167,153,91,145,2,No,Thika Road
SCL00425,23/07/2024,Tomatoes 1kg,Produce,Pembe Flour,250,222,143,138,7,No,Eastleigh
SCL00426,24/11/2023,Eggs Tray 30,Eggs,KWAL,114,109,107,67,12,No,Ngong Road
SCL00427,30/04/2023,Pampers Size 4,Baby,Bakeries Ltd,218,207,146,114,21,No,Eastleigh
SCL00428,18/01/2023,Rice 2kg,Grain,Bidco Africa,461,395,377,32,5,No,Karen
SCL00429,14/03/2024,Indomie Noodles,Noodles,Twiga Foods,214,195,167,76,17,No,Kiambu
SCL00430,07/12/2023,Chicken 1kg,Meat,Pembe Flour,286,260,137,197,2,No,Thika Road
SCL00431,29/07/2024,Potatoes 2kg,Produce,KWAL,120,117,69,81,10,No,Mombasa Road
SCL00432,09/01/2023,Indomie Noodles,Noodles,Bidco Africa,385,376,335,58,4,No,Ngong Road
SCL00433,20/05/2024,Bread 400g,Bakery,Bakeries Ltd,463,409,94,329,11,No,Westlands
SCL00434,04/09/2023,Unga Jogoo 2kg,Flour,KFC Supply,488,434,149,345,9,No,Mombasa Road
SCL00435,29/05/2023,Sugar 2kg,Grocery,Chandaria Industries,256,242,76,241,20,No,Thika Road
SCL00436,26/02/2023,Rice 2kg,Grain,Chandaria Industries,119,119,36,120,13,No,Westlands
SCL00437,21/09/2024,Indomie Noodles,Noodles,KWAL,485,458,314,196,8,No,Ngong Road
SCL00438,22/03/2023,Unga Jogoo 2kg,Flour,Bidco Africa,336,303,194,162,10,No,Westlands
SCL00439,23/11/2024,Ketepa Tea 100bags,Tea,Twiga Foods,199,170,85,125,13,No,Eastleigh
SCL00440,15/07/2024,Sugar 2kg,Grocery,Chandaria Industries,437,424,291,187,14,No,Westlands
SCL00441,09/10/2024,Colgate 100g,Personal Care,KFC Supply,340,314,87,304,19,No,Mombasa Road
SCL00442,26/07/2023,Cooking Oil 2L,Oil,Unga Group,422,418,164,295,7,No,Ngong Road
SCL00443,09/07/2023,Cooking Oil 2L,Oil,Unga Group,334,292,200,142,2,No,Westlands
SCL00444,15/11/2023,Eggs Tray 30,Eggs,Pembe Flour,225,205,204,89,4,No,Karen
SCL00445,02/07/2023,Bread 400g,Bakery,Unga Group,78,75,54,24,15,Yes,Karen
SCL00446,27/04/2023,Rice 2kg,Grain,Chandaria Industries,277,244,126,207,19,No,Mombasa Road
SCL00447,27/05/2023,Brookside Milk 500ml,Dairy,Bakeries Ltd,297,297,37,329,9,No,Thika Road
SCL00448,09/07/2023,Omo 1kg,Detergent,KFC Supply,350,339,54,297,16,No,Mombasa Road
SCL00449,13/04/2023,Eggs Tray 30,Eggs,Twiga Foods,489,424,381,68,8,No,Thika Road
SCL00450,04/01/2023,Potatoes 2kg,Produce,Brookside Dairy,257,223,221,20,11,Yes,Karen
SCL00451,09/07/2024,Colgate 100g,Personal Care,Bidco Africa,468,425,82,418,5,No,Kiambu
SCL00452,10/09/2023,Indomie Noodles,Noodles,Export Trading Group,477,452,398,105,15,No,Eastleigh
SCL00453,20/12/2023,Tomatoes 1kg,Produce,KWAL,228,219,62,204,2,No,Westlands
SCL00454,05/02/2023,Brookside Milk 500ml,Dairy,KFC Supply,255,222,146,138,18,No,Kiambu
SCL00455,17/10/2023,Bread 400g,Bakery,Bakeries Ltd,232,216,72,179,14,No,Eastleigh
SCL00456,23/10/2023,Colgate 100g,Personal Care,Export Trading Group,253,221,71,162,14,No,Eastleigh
SCL00457,13/05/2024,Chicken 1kg,Meat,Twiga Foods,324,299,213,152,5,No,Westlands
SCL00458,27/03/2023,Indomie Noodles,Noodles,Bakeries Ltd,495,444,151,358,5,No,Eastleigh
SCL00459,04/05/2024,Potatoes 2kg,Produce,Export Trading Group,61,52,44,71,10,No,Thika Road
SCL00460,02/04/2024,Chicken 1kg,Meat,Unga Group,265,255,163,100,12,No,Thika Road
SCL00461,25/07/2024,Sugar 2kg,Grocery,Export Trading Group,206,205,50,214,6,No,Eastleigh
SCL00462,03/12/2024,Eggs Tray 30,Eggs,Pembe Flour,483,451,447,19,3,Yes,Mombasa Road
SCL00463,15/12/2023,Indomie Noodles,Noodles,KWAL,183,174,79,132,21,No,Kiambu
SCL00464,22/01/2024,Rice 2kg,Grain,Export Trading Group,386,335,276,78,13,No,Kiambu
SCL00465,21/02/2023,Tomatoes 1kg,Produce,Bidco Africa,55,53,44,76,17,No,Eastleigh
SCL00466,01/07/2023,Cooking Oil 2L,Oil,Twiga Foods,168,158,96,96,21,No,Eastleigh
SCL00467,20/12/2024,Unga Jogoo 2kg,Flour,Unga Group,200,172,153,37,8,No,Thika Road
SCL00468,28/07/2024,Tomatoes 1kg,Produce,Unga Group,415,366,318,55,2,No,Kiambu
SCL00469,15/02/2024,Chicken 1kg,Meat,Unga Group,327,307,251,116,11,No,Ngong Road
SCL00470,25/05/2024,Colgate 100g,Personal Care,KFC Supply,369,366,287,113,15,No,Thika Road
SCL00471,05/05/2023,Chicken 1kg,Meat,Twiga Foods,430,399,201,229,10,No,Mombasa Road
SCL00472,15/05/2024,Brookside Milk 500ml,Dairy,Chandaria Industries,403,380,254,174,2,No,Westlands
SCL00473,14/06/2023,Rice 2kg,Grain,KFC Supply,193,174,167,30,15,No,Westlands
SCL00474,30/09/2023,Tomatoes 1kg,Produce,Bakeries Ltd,290,268,62,296,21,No,Eastleigh
SCL00475,20/05/2023,Bread 400g,Bakery,Unga Group,99,96,95,11,8,Yes,Eastleigh
SCL00476,04/02/2023,Pampers Size 4,Baby,Pembe Flour,490,453,408,64,20,No,Ngong Road
SCL00477,25/11/2023,Bread 400g,Bakery,Brookside Dairy,379,355,190,218,16,No,Westlands
SCL00478,30/07/2024,Cooking Oil 2L,Oil,Brookside Dairy,120,111,99,59,14,No,Mombasa Road
SCL00479,18/07/2024,Cooking Oil 2L,Oil,KFC Supply,57,49,30,112,15,No,Westlands
SCL00480,08/05/2024,Omo 1kg,Detergent,Twiga Foods,67,60,45,30,20,No,Karen
SCL00481,04/05/2024,Eggs Tray 30,Eggs,Twiga Foods,125,118,63,145,18,No,Thika Road
SCL00482,21/05/2023,Unga Jogoo 2kg,Flour,KFC Supply,375,338,66,338,6,No,Karen
SCL00483,14/12/2023,Ketepa Tea 100bags,Tea,Bakeries Ltd,357,336,172,239,3,No,Kiambu
SCL00484,11/09/2023,Ketepa Tea 100bags,Tea,Bakeries Ltd,492,492,88,469,11,No,Westlands
SCL00485,17/11/2024,Tomatoes 1kg,Produce,Chandaria Industries,174,173,139,125,9,No,Karen
SCL00486,24/04/2024,Cooking Oil 2L,Oil,KFC Supply,285,255,68,228,9,No,Kiambu
SCL00487,28/10/2023,Cooking Oil 2L,Oil,Export Trading Group,365,354,282,90,2,No,Thika Road
SCL00488,08/02/2023,Rice 2kg,Grain,Brookside Dairy,110,94,70,89,21,No,Karen
SCL00489,28/07/2024,Pampers Size 4,Baby,KWAL,65,63,43,91,20,No,Ngong Road
SCL00490,15/10/2023,Bread 400g,Bakery,KWAL,406,348,102,254,3,No,Thika Road
SCL00491,30/09/2023,Potatoes 2kg,Produce,Export Trading Group,168,166,130,86,17,No,Ngong Road
SCL00492,08/03/2023,Eggs Tray 30,Eggs,Bakeries Ltd,341,320,204,186,10,No,Kiambu
SCL00493,03/09/2023,Cooking Oil 2L,Oil,Bidco Africa,469,402,60,433,4,No,Mombasa Road
SCL00494,23/10/2023,Ketepa Tea 100bags,Tea,Bidco Africa,439,381,338,90,15,No,Thika Road
SCL00495,26/09/2024,Cooking Oil 2L,Oil,Bidco Africa,493,487,481,46,14,No,Westlands
SCL00496,17/10/2024,Tomatoes 1kg,Produce,Bidco Africa,220,206,157,125,19,No,Thika Road
SCL00497,17/06/2023,Pampers Size 4,Baby,Brookside Dairy,336,318,255,86,16,No,Kiambu
SCL00498,17/10/2024,Ketepa Tea 100bags,Tea,KWAL,463,402,376,63,4,No,Kiambu
SCL00499,29/10/2023,Cooking Oil 2L,Oil,Brookside Dairy,228,194,117,79,10,No,Kiambu
SCL00500,22/12/2023,Unga Jogoo 2kg,Flour,KFC Supply,130,117,87,43,15,No,Ngong Road
SCL00501,20/05/2023,Ketepa Tea 100bags,Tea,Bidco Africa,82,81,32,60,13,No,Eastleigh
SCL00502,23/12/2024,Brookside Milk 500ml,Dairy,Brookside Dairy,266,260,51,276,2,No,Eastleigh
SCL00503,08/02/2023,Eggs Tray 30,Eggs,Pembe Flour,112,108,77,94,18,No,Ngong Road
SCL00504,17/02/2023,Indomie Noodles,Noodles,Bidco Africa,271,266,56,267,7,No,Ngong Road
SCL00505,20/05/2024,Pampers Size 4,Baby,Bakeries Ltd,190,169,45,217,17,No,Thika Road
SCL00506,01/02/2023,Chicken 1kg,Meat,Brookside Dairy,136,134,61,78,14,No,Eastleigh
SCL00507,20/06/2023,Bread 400g,Bakery,KFC Supply,305,297,126,191,21,No,Eastleigh
SCL00508,17/01/2024,Unga Jogoo 2kg,Flour,Chandaria Industries,100,90,62,93,7,No,Mombasa Road
SCL00509,15/02/2024,Colgate 100g,Personal Care,Unga Group,414,409,340,113,5,No,Thika Road
SCL00510,10/02/2023,Chicken 1kg,Meat,Pembe Flour,328,317,44,280,17,No,Ngong Road
SCL00511,12/04/2024,Ketepa Tea 100bags,Tea,Bakeries Ltd,434,381,263,198,6,No,Karen
SCL00512,02/01/2024,Indomie Noodles,Noodles,Unga Group,50,50,42,47,16,No,Mombasa Road
SCL00513,03/01/2023,Chicken 1kg,Meat,Twiga Foods,395,374,195,182,20,No,Mombasa Road
SCL00514,30/05/2024,Potatoes 2kg,Produce,Chandaria Industries,487,468,329,169,20,No,Karen
SCL00515,26/09/2024,Unga Jogoo 2kg,Flour,KWAL,282,272,146,197,21,No,Ngong Road
SCL00516,04/06/2024,Eggs Tray 30,Eggs,Export Trading Group,150,143,123,61,15,No,Thika Road
SCL00517,21/01/2023,Bread 400g,Bakery,Bidco Africa,62,56,42,79,6,No,Karen
SCL00518,22/01/2024,Pampers Size 4,Baby,Unga Group,286,252,107,185,21,No,Thika Road
SCL00519,03/10/2024,Tomatoes 1kg,Produce,Chandaria Industries,354,329,174,189,8,No,Mombasa Road
SCL00520,28/09/2023,Bread 400g,Bakery,Bakeries Ltd,327,304,231,74,15,No,Eastleigh
